"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a new user can be created with valid data","795","testCreateUserWithValidData","Surefire suite","Fri Aug 15 13:52:13 GMT 2025","passed","Fri Aug 15 13:52:14 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","840","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:18 GMT 2025","failed","Fri Aug 15 13:52:19 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Test login with special characters in credentials","564","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:22 GMT 2025","passed","Fri Aug 15 13:51:22 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify appropriate error handling for invalid login credentials","2073","testLoginWithInvalidCredentials","Surefire suite","Fri Aug 15 13:49:49 GMT 2025","passed","Fri Aug 15 13:49:51 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithInvalidCredentials"
"Verify that a new cart can be created with valid data","1835","testCreateCartWithValidData","Surefire suite","Fri Aug 15 13:48:38 GMT 2025","passed","Fri Aug 15 13:48:40 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithValidData"
"Verify error handling for malformed JSON in login request","851","testLoginWithMalformedJson","Surefire suite","Fri Aug 15 13:50:28 GMT 2025","passed","Fri Aug 15 13:50:29 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithMalformedJson"
"Verify response time for getting all carts is acceptable","1977","testGetAllCartsResponseTime","Surefire suite","Fri Aug 15 13:48:16 GMT 2025","passed","Fri Aug 15 13:48:18 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetAllCartsResponseTime"
"Verify error handling for malformed JSON in login request","802","testLoginWithMalformedJson","Surefire suite","Fri Aug 15 13:50:30 GMT 2025","passed","Fri Aug 15 13:50:31 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithMalformedJson"
"Verify appropriate error handling for invalid product IDs","522","testGetSingleProductByInvalidId","Surefire suite","Fri Aug 15 13:51:31 GMT 2025","failed","Fri Aug 15 13:51:31 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByInvalidId"
"Verify error handling for special characters in product ID","653","testGetSingleProductBySpecialCharacterId","Surefire suite","Fri Aug 15 13:51:33 GMT 2025","failed","Fri Aug 15 13:51:34 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductBySpecialCharacterId"
"Test login with special characters in credentials","965","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:13 GMT 2025","passed","Fri Aug 15 13:51:14 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify error handling when deleting non-existent product","663","testDeleteNonExistentProduct","Surefire suite","Fri Aug 15 13:51:52 GMT 2025","passed","Fri Aug 15 13:51:53 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testDeleteNonExistentProduct"
"Verify appropriate error handling when creating cart with invalid data","887","testCreateCartWithInvalidData","Surefire suite","Fri Aug 15 13:48:48 GMT 2025","failed","Fri Aug 15 13:48:49 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidData"
"Verify appropriate error handling for invalid product IDs","456","testGetSingleProductByInvalidId","Surefire suite","Fri Aug 15 13:51:30 GMT 2025","failed","Fri Aug 15 13:51:31 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByInvalidId"
"Verify appropriate error handling when creating cart with invalid data","2271","testCreateCartWithInvalidData","Surefire suite","Fri Aug 15 13:48:45 GMT 2025","failed","Fri Aug 15 13:48:47 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidData"
"Verify that a single cart can be retrieved by valid ID","1898","testGetSingleCartByValidId","Surefire suite","Fri Aug 15 13:48:21 GMT 2025","passed","Fri Aug 15 13:48:23 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByValidId"
"Verify that a new user can be created with valid data","694","testCreateUserWithValidData","Surefire suite","Fri Aug 15 13:52:12 GMT 2025","passed","Fri Aug 15 13:52:13 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify SQL injection protection in login credentials","5047","testSqlInjectionInLogin","Surefire suite","Fri Aug 15 13:50:35 GMT 2025","passed","Fri Aug 15 13:50:40 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testSqlInjectionInLogin"
"Verify that a single user can be retrieved by valid ID","695","testGetSingleUserByValidId","Surefire suite","Fri Aug 15 13:52:03 GMT 2025","passed","Fri Aug 15 13:52:04 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","636","testGetSingleUserByInvalidId","Surefire suite","Fri Aug 15 13:52:06 GMT 2025","failed","Fri Aug 15 13:52:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Test login with special characters in credentials","5102","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:50:58 GMT 2025","passed","Fri Aug 15 13:51:03 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify error handling when updating non-existent user","532","testUpdateNonExistentUser","Surefire suite","Fri Aug 15 13:52:26 GMT 2025","passed","Fri Aug 15 13:52:27 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify error handling for malformed JSON in login request","786","testLoginWithMalformedJson","Surefire suite","Fri Aug 15 13:50:29 GMT 2025","passed","Fri Aug 15 13:50:29 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithMalformedJson"
"Verify appropriate error handling when creating product with invalid data","502","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:44 GMT 2025","failed","Fri Aug 15 13:51:45 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify error handling when creating product with empty request body","734","testCreateProductWithEmptyBody","Surefire suite","Fri Aug 15 13:51:45 GMT 2025","failed","Fri Aug 15 13:51:46 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithEmptyBody"
"Verify that an existing cart can be updated with valid data","2527","testUpdateCartWithValidData","Surefire suite","Fri Aug 15 13:48:57 GMT 2025","passed","Fri Aug 15 13:48:59 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testUpdateCartWithValidData"
"Verify XSS protection in login credentials","664","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:52 GMT 2025","passed","Fri Aug 15 13:50:53 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify appropriate error handling when creating product with invalid data","500","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:39 GMT 2025","failed","Fri Aug 15 13:51:40 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify that a single product can be retrieved by valid ID","502","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:28 GMT 2025","passed","Fri Aug 15 13:51:28 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Test login with extremely long username","1182","testLoginWithLongUsername","Surefire suite","Fri Aug 15 13:50:56 GMT 2025","passed","Fri Aug 15 13:50:57 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithLongUsername"
"Verify appropriate error handling when creating user with invalid data","815","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:17 GMT 2025","failed","Fri Aug 15 13:52:18 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify XSS protection in login credentials","924","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:48 GMT 2025","passed","Fri Aug 15 13:50:48 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify response time for getting all users is acceptable","697","testGetAllUsersResponseTime","Surefire suite","Fri Aug 15 13:52:00 GMT 2025","passed","Fri Aug 15 13:52:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify SQL injection protection in product ID parameter","459","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:57 GMT 2025","failed","Fri Aug 15 13:51:58 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Verify error handling when creating cart with invalid user ID","729","testCreateCartWithInvalidUserId","Surefire suite","Fri Aug 15 13:48:53 GMT 2025","failed","Fri Aug 15 13:48:53 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidUserId"
"Verify response time for getting all products is acceptable","630","testGetAllProductsResponseTime","Surefire suite","Fri Aug 15 13:51:25 GMT 2025","passed","Fri Aug 15 13:51:25 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetAllProductsResponseTime"
"Verify error handling for special characters in cart ID","883","testGetSingleCartBySpecialCharacterId","Surefire suite","Fri Aug 15 13:48:33 GMT 2025","passed","Fri Aug 15 13:48:34 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartBySpecialCharacterId"
"Verify appropriate error handling when creating cart with invalid data","908","testCreateCartWithInvalidData","Surefire suite","Fri Aug 15 13:48:44 GMT 2025","failed","Fri Aug 15 13:48:45 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidData"
"Verify error handling when updating non-existent product","509","testUpdateNonExistentProduct","Surefire suite","Fri Aug 15 13:51:51 GMT 2025","passed","Fri Aug 15 13:51:51 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testUpdateNonExistentProduct"
"Verify that an existing product can be deleted","621","testDeleteExistingProduct","Surefire suite","Fri Aug 15 13:51:52 GMT 2025","passed","Fri Aug 15 13:51:52 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testDeleteExistingProduct"
"Test login with special characters in credentials","869","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:21 GMT 2025","passed","Fri Aug 15 13:51:22 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Test login with special characters in credentials","805","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:08 GMT 2025","passed","Fri Aug 15 13:51:09 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify that an existing user can be deleted","653","testDeleteExistingUser","Surefire suite","Fri Aug 15 13:52:30 GMT 2025","passed","Fri Aug 15 13:52:30 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Validate that FakeStore API is accessible from the test environment","1430","validateApiConnectivity","Surefire suite","Fri Aug 15 13:52:35 GMT 2025","passed","Fri Aug 15 13:52:37 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateApiConnectivity"
"Verify error handling for missing password","582","testLoginWithMissingPassword","Surefire suite","Fri Aug 15 13:50:26 GMT 2025","passed","Fri Aug 15 13:50:26 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithMissingPassword"
"Verify appropriate error handling when creating product with invalid data","614","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:42 GMT 2025","failed","Fri Aug 15 13:51:43 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Test login with special characters in credentials","806","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:20 GMT 2025","passed","Fri Aug 15 13:51:21 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify that all products can be retrieved successfully","716","testGetAllProducts","Surefire suite","Fri Aug 15 13:51:24 GMT 2025","passed","Fri Aug 15 13:51:25 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetAllProducts"
"Verify that an existing product can be updated with valid data","563","testUpdateProductWithValidData","Surefire suite","Fri Aug 15 13:51:49 GMT 2025","passed","Fri Aug 15 13:51:50 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testUpdateProductWithValidData"
"Verify that an existing product can be updated with valid data","523","testUpdateProductWithValidData","Surefire suite","Fri Aug 15 13:51:50 GMT 2025","passed","Fri Aug 15 13:51:51 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testUpdateProductWithValidData"
"Verify error handling when deleting user with invalid ID","626","testDeleteUserWithInvalidId","Surefire suite","Fri Aug 15 13:52:31 GMT 2025","passed","Fri Aug 15 13:52:32 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify error handling for special characters in user ID","489","testGetSingleUserBySpecialCharacterId","Surefire suite","Fri Aug 15 13:52:11 GMT 2025","passed","Fri Aug 15 13:52:12 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
"Verify that a new product can be created with valid data","1235","testCreateProductWithValidData","Surefire suite","Fri Aug 15 13:51:34 GMT 2025","passed","Fri Aug 15 13:51:35 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithValidData"
"Verify error handling when deleting non-existent user","762","testDeleteNonExistentUser","Surefire suite","Fri Aug 15 13:52:30 GMT 2025","passed","Fri Aug 15 13:52:31 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify appropriate error handling for invalid user IDs","664","testGetSingleUserByInvalidId","Surefire suite","Fri Aug 15 13:52:06 GMT 2025","failed","Fri Aug 15 13:52:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when creating product with negative or zero price","674","testCreateProductWithNegativePrice","Surefire suite","Fri Aug 15 13:51:47 GMT 2025","failed","Fri Aug 15 13:51:48 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithNegativePrice"
"Verify that a single cart can be retrieved by valid ID","2718","testGetSingleCartByValidId","Surefire suite","Fri Aug 15 13:48:18 GMT 2025","passed","Fri Aug 15 13:48:21 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByValidId"
"Verify that a single product can be retrieved by valid ID","566","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:29 GMT 2025","passed","Fri Aug 15 13:51:29 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Verify that an existing cart can be deleted","9518","testDeleteExistingCart","Surefire suite","Fri Aug 15 13:49:06 GMT 2025","passed","Fri Aug 15 13:49:15 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testDeleteExistingCart"
"Verify that a single product can be retrieved by valid ID","414","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:28 GMT 2025","passed","Fri Aug 15 13:51:29 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Test product creation with invalid image URL","463","testCreateProductWithInvalidImageUrl","Surefire suite","Fri Aug 15 13:51:59 GMT 2025","failed","Fri Aug 15 13:51:59 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidImageUrl"
"Test login with special characters in credentials","884","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:12 GMT 2025","passed","Fri Aug 15 13:51:13 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify appropriate error handling for invalid product IDs","657","testGetSingleProductByInvalidId","Surefire suite","Fri Aug 15 13:51:30 GMT 2025","failed","Fri Aug 15 13:51:30 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByInvalidId"
"Verify appropriate error handling when creating product with invalid data","535","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:41 GMT 2025","failed","Fri Aug 15 13:51:41 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify appropriate error handling for invalid login credentials","1355","testLoginWithInvalidCredentials","Surefire suite","Fri Aug 15 13:50:16 GMT 2025","passed","Fri Aug 15 13:50:17 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithInvalidCredentials"
"Verify that a new user can be created with valid data","810","testCreateUserWithValidData","Surefire suite","Fri Aug 15 13:52:14 GMT 2025","passed","Fri Aug 15 13:52:15 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify SQL injection protection in user ID parameter","598","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:52:35 GMT 2025","passed","Fri Aug 15 13:52:35 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Test login with special characters in credentials","721","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:05 GMT 2025","passed","Fri Aug 15 13:51:06 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify error handling when deleting user with negative ID","697","testDeleteUserWithNegativeId","Surefire suite","Fri Aug 15 13:52:32 GMT 2025","failed","Fri Aug 15 13:52:32 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify appropriate error handling for invalid user IDs","613","testGetSingleUserByInvalidId","Surefire suite","Fri Aug 15 13:52:05 GMT 2025","failed","Fri Aug 15 13:52:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that an existing user can be updated with valid data","603","testUpdateUserWithValidData","Surefire suite","Fri Aug 15 13:52:25 GMT 2025","passed","Fri Aug 15 13:52:25 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","801","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:20 GMT 2025","failed","Fri Aug 15 13:52:21 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Test product creation with extremely long title","726","testCreateProductWithLongTitle","Surefire suite","Fri Aug 15 13:51:58 GMT 2025","failed","Fri Aug 15 13:51:59 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithLongTitle"
"Verify SQL injection protection in cart ID parameter","907","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:49:28 GMT 2025","passed","Fri Aug 15 13:49:29 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testSqlInjectionProtection"
"Verify appropriate error handling for invalid cart IDs","1911","testGetSingleCartByInvalidId","Surefire suite","Fri Aug 15 13:48:26 GMT 2025","failed","Fri Aug 15 13:48:28 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByInvalidId"
"Verify appropriate error handling when creating product with invalid data","631","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:43 GMT 2025","failed","Fri Aug 15 13:51:44 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Test login with special characters in credentials","1768","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:07 GMT 2025","passed","Fri Aug 15 13:51:08 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify appropriate error handling when creating user with invalid data","664","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:15 GMT 2025","failed","Fri Aug 15 13:52:16 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling when creating product with invalid data","777","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:43 GMT 2025","failed","Fri Aug 15 13:51:43 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify SQL injection protection in product ID parameter","696","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:57 GMT 2025","failed","Fri Aug 15 13:51:57 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
